frame_id,character,contact_sheet_index,category,pose_label,tentative_sequence,temporal_continuity,confidence,is_sequence_claim,source_bbox_xyxy,visible_pixel_bbox_xyxy,detected_row,horizontal_order,notes
L-R07-C03,loko,78,EMOTIONS,annoyed_angry,annoyed_reaction,isolated_variants,medium,False,"[141, 407, 186, 454]","[143, 409, 184, 452]",7,3,Subtle annoyance and reaction symbols.
L-R07-C04,loko,79,EMOTIONS,annoyed_angry,annoyed_reaction,isolated_variants,medium,False,"[204, 408, 255, 455]","[206, 410, 253, 453]",7,4,Subtle annoyance and reaction symbols.
L-R07-C05,loko,80,EMOTIONS,annoyed_angry,annoyed_reaction,isolated_variants,medium,False,"[270, 408, 320, 455]","[272, 410, 318, 453]",7,5,Subtle annoyance and reaction symbols.
L-R07-C06,loko,81,EMOTIONS,confused,confused_reaction,isolated_variants,high,False,"[337, 407, 393, 456]","[339, 409, 391, 454]",7,6,Question-mark and puzzled variants.
L-R07-C07,loko,82,EMOTIONS,confused,confused_reaction,isolated_variants,high,False,"[407, 406, 453, 456]","[409, 408, 451, 454]",7,7,Question-mark and puzzled variants.
L-R07-C08,loko,83,EMOTIONS,confused,confused_reaction,isolated_variants,high,False,"[469, 406, 515, 456]","[471, 408, 513, 454]",7,8,Question-mark and puzzled variants.
L-R07-C09,loko,84,EMOTIONS,confused,confused_reaction,isolated_variants,high,False,"[531, 407, 585, 456]","[533, 409, 583, 454]",7,9,Question-mark and puzzled variants.
L-R07-C10,loko,85,EMOTIONS,confused,confused_reaction,isolated_variants,high,False,"[597, 407, 649, 456]","[599, 409, 647, 454]",7,10,Question-mark and puzzled variants.
L-R07-C11,loko,86,EMOTIONS,confused,confused_reaction,isolated_variants,high,False,"[664, 407, 709, 456]","[666, 409, 707, 454]",7,11,Question-mark and puzzled variants.
L-R07-C12,loko,87,EMOTIONS,confused,confused_reaction,isolated_variants,high,False,"[728, 408, 780, 457]","[730, 410, 778, 455]",7,12,Question-mark and puzzled variants.
L-R07-C13,loko,88,EMOTIONS,confused,confused_reaction,isolated_variants,high,False,"[799, 401, 845, 457]","[801, 403, 843, 455]",7,13,Question-mark and puzzled variants.
L-R08-C01,loko,89,EMOTIONS,surprised_excited,surprise_excited,uncertain_sequence,medium,False,"[7, 470, 69, 524]","[9, 472, 67, 522]",8,1,"Sparkles, open-mouth surprise, and animated reactions."
L-R08-C02,loko,90,EMOTIONS,surprised_excited,surprise_excited,uncertain_sequence,medium,False,"[73, 471, 119, 524]","[75, 473, 117, 522]",8,2,"Sparkles, open-mouth surprise, and animated reactions."
L-R08-C03,loko,91,EMOTIONS,surprised_excited,surprise_excited,uncertain_sequence,medium,False,"[122, 473, 185, 524]","[124, 475, 183, 522]",8,3,"Sparkles, open-mouth surprise, and animated reactions."
L-R08-C04,loko,92,EMOTIONS,surprised_excited,surprise_excited,uncertain_sequence,medium,False,"[201, 473, 253, 523]","[203, 475, 251, 521]",8,4,"Sparkles, open-mouth surprise, and animated reactions."
L-R08-C05,loko,93,EMOTIONS,surprised_excited,surprise_excited,uncertain_sequence,medium,False,"[263, 472, 309, 522]","[265, 474, 307, 520]",8,5,"Sparkles, open-mouth surprise, and animated reactions."
L-R08-C06,loko,94,EMOTIONS,surprised_excited,surprise_excited,uncertain_sequence,medium,False,"[326, 472, 384, 523]","[328, 474, 382, 521]",8,6,"Sparkles, open-mouth surprise, and animated reactions."
L-R08-C07,loko,95,EMOTIONS,surprised_excited,surprise_excited,uncertain_sequence,medium,False,"[399, 471, 444, 523]","[401, 473, 442, 521]",8,7,"Sparkles, open-mouth surprise, and animated reactions."
L-R08-C08,loko,96,EMOTIONS,surprised_excited,surprise_excited,uncertain_sequence,medium,False,"[462, 471, 508, 523]","[464, 473, 506, 521]",8,8,"Sparkles, open-mouth surprise, and animated reactions."
L-R08-C09,loko,97,EMOTIONS,surprised_excited,surprise_excited,uncertain_sequence,medium,False,"[525, 471, 570, 523]","[527, 473, 568, 521]",8,9,"Sparkles, open-mouth surprise, and animated reactions."
L-R08-C10,loko,98,EMOTIONS,surprised_excited,surprise_excited,uncertain_sequence,medium,False,"[588, 471, 634, 524]","[590, 473, 632, 522]",8,10,"Sparkles, open-mouth surprise, and animated reactions."
L-R08-C11,loko,99,EMOTIONS,surprised_excited,surprise_excited,uncertain_sequence,medium,False,"[655, 471, 701, 524]","[657, 473, 699, 522]",8,11,"Sparkles, open-mouth surprise, and animated reactions."
L-R08-C12,loko,100,EMOTIONS,surprised_excited,surprise_excited,uncertain_sequence,medium,False,"[721, 472, 768, 523]","[723, 474, 766, 521]",8,12,"Sparkles, open-mouth surprise, and animated reactions."
L-R08-C13,loko,101,EMOTIONS,tired_embarrassed,mixed_reactions,isolated_variants,medium,False,"[795, 472, 840, 523]","[797, 474, 838, 521]",8,13,Subtle tired/embarrassed poses.
L-R09-C01,loko,102,EMOTIONS,tired_embarrassed,mixed_reactions,isolated_variants,medium,False,"[5, 538, 60, 587]","[7, 540, 58, 585]",9,1,Subtle tired/embarrassed poses.
L-R09-C02,loko,103,EMOTIONS,tired_embarrassed,mixed_reactions,isolated_variants,medium,False,"[77, 537, 131, 587]","[79, 539, 129, 585]",9,2,Subtle tired/embarrassed poses.
L-R09-C03,loko,104,EMOTIONS,tired_embarrassed,mixed_reactions,isolated_variants,medium,False,"[146, 537, 198, 589]","[148, 539, 196, 587]",9,3,Subtle tired/embarrassed poses.
L-R09-C04,loko,105,ACTIVITIES,eating,eat,plausible_sequence,high,True,"[212, 537, 264, 589]","[214, 539, 262, 587]",9,4,Food interaction and chewing progression.
L-R09-C05,loko,106,ACTIVITIES,eating,eat,plausible_sequence,high,True,"[276, 537, 328, 590]","[278, 539, 326, 588]",9,5,Food interaction and chewing progression.
L-R09-C06,loko,107,ACTIVITIES,eating,eat,plausible_sequence,high,True,"[347, 537, 400, 590]","[349, 539, 398, 588]",9,6,Food interaction and chewing progression.
L-R09-C07,loko,108,ACTIVITIES,eating,eat,plausible_sequence,high,True,"[415, 537, 468, 590]","[417, 539, 466, 588]",9,7,Food interaction and chewing progression.
L-R09-C08,loko,109,ACTIVITIES,eating,eat,plausible_sequence,high,True,"[488, 538, 538, 590]","[490, 540, 536, 588]",9,8,Food interaction and chewing progression.
L-R09-C09,loko,110,ACTIVITIES,eating,eat,plausible_sequence,high,True,"[555, 540, 602, 590]","[557, 542, 600, 588]",9,9,Food interaction and chewing progression.
L-R09-C10,loko,111,ACTIVITIES,eating,eat,plausible_sequence,high,True,"[617, 541, 664, 591]","[619, 543, 662, 589]",9,10,Food interaction and chewing progression.
L-R09-C11,loko,112,ACTIVITIES,eating,eat,plausible_sequence,high,True,"[680, 541, 726, 592]","[682, 543, 724, 590]",9,11,Food interaction and chewing progression.
L-R09-C12,loko,113,ACTIVITIES,eating,eat,plausible_sequence,high,True,"[746, 540, 793, 591]","[748, 542, 791, 589]",9,12,Food interaction and chewing progression.
L-R09-C13,loko,114,ACTIVITIES,drinking,drink,plausible_sequence,high,True,"[808, 543, 856, 590]","[810, 545, 854, 588]",9,13,Cup interaction and sipping frames.
L-R10-C01,loko,115,ACTIVITIES,drinking,drink,plausible_sequence,high,True,"[5, 603, 53, 654]","[7, 605, 51, 652]",10,1,Cup interaction and sipping frames.
L-R10-C02,loko,116,ACTIVITIES,drinking,drink,plausible_sequence,high,True,"[65, 604, 113, 654]","[67, 606, 111, 652]",10,2,Cup interaction and sipping frames.
L-R10-C03,loko,117,ACTIVITIES,drinking,drink,plausible_sequence,high,True,"[132, 605, 181, 655]","[134, 607, 179, 653]",10,3,Cup interaction and sipping frames.
L-R10-C04,loko,118,ACTIVITIES,drinking,drink,plausible_sequence,high,True,"[200, 605, 248, 655]","[202, 607, 246, 653]",10,4,Cup interaction and sipping frames.
L-R10-C05,loko,119,ACTIVITIES,drinking,drink,plausible_sequence,high,True,"[268, 604, 315, 655]","[270, 606, 313, 653]",10,5,Cup interaction and sipping frames.
L-R10-C06,loko,120,ACTIVITIES,drinking,drink,plausible_sequence,high,True,"[338, 603, 387, 655]","[340, 605, 385, 653]",10,6,Cup interaction and sipping frames.
L-R10-C07,loko,121,ACTIVITIES,drinking,drink,plausible_sequence,high,True,"[409, 603, 456, 655]","[411, 605, 454, 653]",10,7,Cup interaction and sipping frames.
L-R10-C08,loko,122,ACTIVITIES,reading,reading,plausible_sequence,high,True,"[477, 603, 526, 656]","[479, 605, 524, 654]",10,8,Book-opening and reading progression.
L-R10-C09,loko,123,ACTIVITIES,reading,reading,plausible_sequence,high,True,"[552, 605, 606, 657]","[554, 607, 604, 655]",10,9,Book-opening and reading progression.
L-R10-C10,loko,124,ACTIVITIES,reading,reading,plausible_sequence,high,True,"[618, 607, 668, 657]","[620, 609, 666, 655]",10,10,Book-opening and reading progression.
L-R10-C11,loko,125,ACTIVITIES,reading,reading,plausible_sequence,high,True,"[681, 607, 731, 658]","[683, 609, 729, 656]",10,11,Book-opening and reading progression.
L-R10-C12,loko,126,ACTIVITIES,reading,reading,plausible_sequence,high,True,"[747, 607, 797, 658]","[749, 609, 795, 656]",10,12,Book-opening and reading progression.
L-R11-C01,loko,127,ACTIVITIES,reading,reading,plausible_sequence,high,True,"[5, 665, 62, 725]","[7, 667, 60, 723]",11,1,Book-opening and reading progression.
L-R11-C02,loko,128,ACTIVITIES,music_dance,music,plausible_sequence,high,True,"[68, 664, 130, 729]","[70, 666, 128, 727]",11,2,Music-note effects and rhythmic movement.
L-R11-C03,loko,129,ACTIVITIES,music_dance,music,plausible_sequence,high,True,"[132, 662, 192, 730]","[134, 664, 190, 728]",11,3,Music-note effects and rhythmic movement.
L-R11-C04,loko,130,ACTIVITIES,music_dance,music,plausible_sequence,high,True,"[197, 662, 254, 729]","[199, 664, 252, 727]",11,4,Music-note effects and rhythmic movement.
L-R11-C05,loko,131,ACTIVITIES,music_dance,music,plausible_sequence,high,True,"[257, 675, 307, 730]","[259, 677, 305, 728]",11,5,Music-note effects and rhythmic movement.
L-R11-C06,loko,132,ACTIVITIES,music_dance,music,plausible_sequence,high,True,"[312, 662, 378, 731]","[314, 664, 376, 729]",11,6,Music-note effects and rhythmic movement.
L-R11-C07,loko,133,ACTIVITIES,music_dance,music,plausible_sequence,high,True,"[380, 664, 452, 731]","[382, 666, 450, 729]",11,7,Music-note effects and rhythmic movement.
L-R11-C08,loko,134,ACTIVITIES,music_dance,music,plausible_sequence,high,True,"[462, 666, 506, 729]","[464, 668, 504, 727]",11,8,Music-note effects and rhythmic movement.
L-R11-C09,loko,135,ACTIVITIES,music_dance,music,plausible_sequence,high,True,"[513, 664, 564, 729]","[515, 666, 562, 727]",11,9,Music-note effects and rhythmic movement.
L-R11-C10,loko,136,ACTIVITIES,music_dance,music,plausible_sequence,high,True,"[569, 670, 632, 731]","[571, 672, 630, 729]",11,10,Music-note effects and rhythmic movement.
L-R11-C11,loko,137,ACTIVITIES,music_dance,music,plausible_sequence,high,True,"[631, 665, 680, 731]","[633, 667, 678, 729]",11,11,Music-note effects and rhythmic movement.
L-R11-C12,loko,138,ACTIVITIES,music_dance,music,plausible_sequence,high,True,"[687, 670, 736, 732]","[689, 672, 734, 730]",11,12,Music-note effects and rhythmic movement.
L-R11-C13,loko,139,ACTIVITIES,holding_round_object,object_activity,uncertain_sequence,medium,False,"[749, 681, 794, 731]","[751, 683, 792, 729]",11,13,Round yellow object; precise semantic role uncertain.
L-R11-C14,loko,140,ACTIVITIES,holding_round_object,object_activity,uncertain_sequence,medium,False,"[800, 678, 856, 731]","[802, 680, 854, 729]",11,14,Round yellow object; precise semantic role uncertain.
L-R12-C01,loko,141,ACTIVITIES,holding_round_object,object_activity,uncertain_sequence,medium,False,"[5, 743, 58, 794]","[7, 745, 56, 792]",12,1,Round yellow object; precise semantic role uncertain.
L-R12-C02,loko,142,ACTIVITIES,laptop_use,laptop,plausible_sequence,high,True,"[67, 746, 122, 796]","[69, 748, 120, 794]",12,2,Laptop opening/use and reaction variants.
L-R12-C03,loko,143,ACTIVITIES,laptop_use,laptop,plausible_sequence,high,True,"[133, 746, 189, 796]","[135, 748, 187, 794]",12,3,Laptop opening/use and reaction variants.
L-R12-C04,loko,144,ACTIVITIES,laptop_use,laptop,plausible_sequence,high,True,"[199, 747, 255, 796]","[201, 749, 253, 794]",12,4,Laptop opening/use and reaction variants.
L-R12-C05,loko,145,ACTIVITIES,laptop_use,laptop,plausible_sequence,high,True,"[262, 746, 319, 796]","[264, 748, 317, 794]",12,5,Laptop opening/use and reaction variants.
L-R12-C06,loko,146,ACTIVITIES,laptop_use,laptop,plausible_sequence,high,True,"[326, 748, 383, 797]","[328, 750, 381, 795]",12,6,Laptop opening/use and reaction variants.
L-R12-C07,loko,147,ACTIVITIES,laptop_use,laptop,plausible_sequence,high,True,"[391, 747, 436, 796]","[393, 749, 434, 794]",12,7,Laptop opening/use and reaction variants.
L-R12-C08,loko,148,ACTIVITIES,laptop_use,laptop,plausible_sequence,high,True,"[455, 747, 509, 796]","[457, 749, 507, 794]",12,8,Laptop opening/use and reaction variants.
L-R12-C09,loko,149,ACTIVITIES,laptop_use,laptop,plausible_sequence,high,True,"[514, 748, 568, 797]","[516, 750, 566, 795]",12,9,Laptop opening/use and reaction variants.
L-R12-C10,loko,150,ACTIVITIES,laptop_use,laptop,plausible_sequence,high,True,"[572, 749, 628, 797]","[574, 751, 626, 795]",12,10,Laptop opening/use and reaction variants.
L-R12-C11,loko,151,ACTIVITIES,laptop_use,laptop,plausible_sequence,high,True,"[634, 750, 690, 798]","[636, 752, 688, 796]",12,11,Laptop opening/use and reaction variants.
L-R12-C12,loko,152,ACTIVITIES,laptop_use,laptop,plausible_sequence,high,True,"[696, 749, 749, 798]","[698, 751, 747, 796]",12,12,Laptop opening/use and reaction variants.
L-R12-C13,loko,153,ACTIVITIES,laptop_use,laptop,plausible_sequence,high,True,"[753, 749, 806, 797]","[755, 751, 804, 795]",12,13,Laptop opening/use and reaction variants.
L-R12-C14,loko,154,ACTIVITIES,reading_or_food,mixed_activity,uncertain_sequence,medium,False,"[811, 749, 856, 797]","[813, 751, 854, 795]",12,14,Book/green prop followed by orange object interaction.
L-R13-C01,loko,155,ACTIVITIES,reading_or_food,mixed_activity,uncertain_sequence,medium,False,"[5, 812, 53, 864]","[7, 814, 51, 862]",13,1,Book/green prop followed by orange object interaction.
L-R13-C02,loko,156,ACTIVITIES,reading_or_food,mixed_activity,uncertain_sequence,medium,False,"[65, 812, 113, 864]","[67, 814, 111, 862]",13,2,Book/green prop followed by orange object interaction.
L-R13-C03,loko,157,ACTIVITIES,reading_or_food,mixed_activity,uncertain_sequence,medium,False,"[125, 812, 172, 864]","[127, 814, 170, 862]",13,3,Book/green prop followed by orange object interaction.
L-R13-C04,loko,158,ACTIVITIES,reading_or_food,mixed_activity,uncertain_sequence,medium,False,"[187, 812, 234, 865]","[189, 814, 232, 863]",13,4,Book/green prop followed by orange object interaction.
L-R13-C05,loko,159,ACTIVITIES,reading_or_food,mixed_activity,uncertain_sequence,medium,False,"[247, 813, 300, 864]","[249, 815, 298, 862]",13,5,Book/green prop followed by orange object interaction.
L-R13-C06,loko,160,ACTIVITIES,reading_or_food,mixed_activity,uncertain_sequence,medium,False,"[311, 814, 359, 865]","[313, 816, 357, 863]",13,6,Book/green prop followed by orange object interaction.
L-R13-C07,loko,161,ACTIVITIES,playing_with_orange_ball,playing_ball,plausible_sequence,medium,True,"[377, 812, 430, 865]","[379, 814, 428, 863]",13,7,Round orange object behaves like a ball or toy.
L-R13-C08,loko,162,ACTIVITIES,playing_with_orange_ball,playing_ball,plausible_sequence,medium,True,"[439, 810, 493, 867]","[441, 812, 491, 865]",13,8,Round orange object behaves like a ball or toy.
L-R13-C09,loko,163,ACTIVITIES,playing_with_orange_ball,playing_ball,plausible_sequence,medium,True,"[506, 813, 564, 866]","[508, 815, 562, 864]",13,9,Round orange object behaves like a ball or toy.
L-R13-C10,loko,164,ACTIVITIES,playing_with_orange_ball,playing_ball,plausible_sequence,medium,True,"[576, 816, 633, 866]","[578, 818, 631, 864]",13,10,Round orange object behaves like a ball or toy.
L-R13-C11,loko,165,ACTIVITIES,playing_with_orange_ball,playing_ball,plausible_sequence,medium,True,"[649, 813, 713, 867]","[651, 815, 711, 865]",13,11,Round orange object behaves like a ball or toy.
L-R13-C12,loko,166,ACTIVITIES,playing_with_orange_ball,playing_ball,plausible_sequence,medium,True,"[731, 815, 787, 866]","[733, 817, 785, 864]",13,12,Round orange object behaves like a ball or toy.
L-R13-C13,loko,167,ACTIVITIES,playing_with_orange_ball,playing_ball,plausible_sequence,medium,True,"[802, 812, 854, 865]","[804, 814, 852, 863]",13,13,Round orange object behaves like a ball or toy.
L-R14-C01,loko,168,ACTIVITIES,playing_with_orange_ball,playing_ball,plausible_sequence,medium,True,"[7, 880, 52, 930]","[9, 882, 50, 928]",14,1,Round orange object behaves like a ball or toy.
L-R14-C02,loko,169,IDLE,front_idle_emotions,idle_emotions,isolated_variants,medium,False,"[65, 880, 109, 930]","[67, 882, 107, 928]",14,2,Neutral and subtle emotional poses.
L-R14-C03,loko,170,IDLE,front_idle_emotions,idle_emotions,isolated_variants,medium,False,"[128, 880, 173, 930]","[130, 882, 171, 928]",14,3,Neutral and subtle emotional poses.
L-R14-C04,loko,171,IDLE,front_idle_emotions,idle_emotions,isolated_variants,medium,False,"[189, 880, 235, 930]","[191, 882, 233, 928]",14,4,Neutral and subtle emotional poses.
L-R14-C05,loko,172,IDLE,front_idle_emotions,idle_emotions,isolated_variants,medium,False,"[251, 883, 296, 930]","[253, 885, 294, 928]",14,5,Neutral and subtle emotional poses.
L-R14-C06,loko,173,IDLE,front_idle_emotions,idle_emotions,isolated_variants,medium,False,"[311, 883, 356, 931]","[313, 885, 354, 929]",14,6,Neutral and subtle emotional poses.
L-R14-C07,loko,174,IDLE,front_idle_emotions,idle_emotions,isolated_variants,medium,False,"[370, 883, 415, 931]","[372, 885, 413, 929]",14,7,Neutral and subtle emotional poses.
L-R14-C08,loko,175,IDLE,front_idle_emotions,idle_emotions,isolated_variants,medium,False,"[428, 884, 474, 930]","[430, 886, 472, 928]",14,8,Neutral and subtle emotional poses.
L-R14-C09,loko,176,IDLE,front_idle_emotions,idle_emotions,isolated_variants,medium,False,"[488, 885, 532, 930]","[490, 887, 530, 928]",14,9,Neutral and subtle emotional poses.
L-R14-C10,loko,177,ACTIVITIES,peeking_over_edge,peeking,plausible_sequence,high,True,"[545, 885, 593, 930]","[547, 887, 591, 928]",14,10,Approach and rise behind a ledge.
L-R14-C11,loko,178,ACTIVITIES,peeking_over_edge,peeking,plausible_sequence,high,True,"[610, 885, 658, 931]","[612, 887, 656, 929]",14,11,Approach and rise behind a ledge.
L-R14-C12,loko,179,ACTIVITIES,peeking_over_edge,peeking,plausible_sequence,high,True,"[671, 885, 719, 931]","[673, 887, 717, 929]",14,12,Approach and rise behind a ledge.
L-R15-C01,loko,180,ACTIVITIES,peeking_over_edge,peeking,plausible_sequence,high,True,"[4, 951, 57, 1001]","[6, 953, 55, 999]",15,1,Approach and rise behind a ledge.
L-R15-C02,loko,181,ACTIVITIES,peeking_over_edge,peeking,plausible_sequence,high,True,"[63, 952, 117, 1001]","[65, 954, 115, 999]",15,2,Approach and rise behind a ledge.
L-R15-C03,loko,182,ACTIVITIES,peeking_over_edge,peeking,plausible_sequence,high,True,"[123, 952, 178, 997]","[125, 954, 176, 995]",15,3,Approach and rise behind a ledge.
L-R15-C04,loko,183,ACTIVITIES,peeking_over_edge,peeking,plausible_sequence,high,True,"[183, 952, 236, 997]","[185, 954, 234, 995]",15,4,Approach and rise behind a ledge.
L-R15-C05,loko,184,ACTIVITIES,peeking_over_edge,peeking,plausible_sequence,high,True,"[241, 952, 294, 997]","[243, 954, 292, 995]",15,5,Approach and rise behind a ledge.
L-R15-C06,loko,185,ACTIVITIES,ledge_furniture_interaction,peeking_furniture,uncertain_sequence,medium,False,"[298, 951, 353, 996]","[300, 953, 351, 994]",15,6,Extended ledge/furniture poses; likely several related sub-sequences.
L-R15-C07,loko,186,ACTIVITIES,ledge_furniture_interaction,peeking_furniture,uncertain_sequence,medium,False,"[357, 951, 415, 996]","[359, 953, 413, 994]",15,7,Extended ledge/furniture poses; likely several related sub-sequences.
L-R15-C08,loko,187,ACTIVITIES,ledge_furniture_interaction,peeking_furniture,uncertain_sequence,medium,False,"[421, 951, 468, 996]","[423, 953, 466, 994]",15,8,Extended ledge/furniture poses; likely several related sub-sequences.
L-R15-C09,loko,188,ACTIVITIES,ledge_furniture_interaction,peeking_furniture,uncertain_sequence,medium,False,"[471, 951, 521, 995]","[473, 953, 519, 993]",15,9,Extended ledge/furniture poses; likely several related sub-sequences.
L-R15-C10,loko,189,ACTIVITIES,ledge_furniture_interaction,peeking_furniture,uncertain_sequence,medium,False,"[523, 952, 572, 995]","[525, 954, 570, 993]",15,10,Extended ledge/furniture poses; likely several related sub-sequences.
L-R15-C11,loko,190,ACTIVITIES,ledge_furniture_interaction,peeking_furniture,uncertain_sequence,medium,False,"[575, 951, 628, 1007]","[577, 953, 626, 1005]",15,11,Extended ledge/furniture poses; likely several related sub-sequences.
L-R15-C12,loko,191,ACTIVITIES,ledge_furniture_interaction,peeking_furniture,uncertain_sequence,medium,False,"[631, 952, 688, 995]","[633, 954, 686, 993]",15,12,Extended ledge/furniture poses; likely several related sub-sequences.
L-R15-C13,loko,192,ACTIVITIES,ledge_furniture_interaction,peeking_furniture,uncertain_sequence,medium,False,"[691, 951, 750, 994]","[693, 953, 748, 992]",15,13,Extended ledge/furniture poses; likely several related sub-sequences.
L-R15-C14,loko,193,ACTIVITIES,ledge_furniture_interaction,peeking_furniture,uncertain_sequence,medium,False,"[754, 952, 811, 992]","[756, 954, 809, 990]",15,14,Extended ledge/furniture poses; likely several related sub-sequences.
L-R16-C01,loko,194,ACTIVITIES,ledge_furniture_interaction,peeking_furniture,uncertain_sequence,medium,False,"[4, 1021, 61, 1063]","[6, 1023, 59, 1061]",16,1,Extended ledge/furniture poses; likely several related sub-sequences.
L-R16-C02,loko,195,ACTIVITIES,ledge_furniture_interaction,peeking_furniture,uncertain_sequence,medium,False,"[67, 1021, 121, 1063]","[69, 1023, 119, 1061]",16,2,Extended ledge/furniture poses; likely several related sub-sequences.
L-R16-C03,loko,196,ACTIVITIES,ledge_furniture_interaction,peeking_furniture,uncertain_sequence,medium,False,"[127, 1021, 178, 1064]","[129, 1023, 176, 1062]",16,3,Extended ledge/furniture poses; likely several related sub-sequences.
L-R16-C04,loko,197,ACTIVITIES,ledge_furniture_interaction,peeking_furniture,uncertain_sequence,medium,False,"[182, 1020, 236, 1064]","[184, 1022, 234, 1062]",16,4,Extended ledge/furniture poses; likely several related sub-sequences.
L-R16-C05,loko,198,ACTIVITIES,ledge_furniture_interaction,peeking_furniture,uncertain_sequence,medium,False,"[242, 1018, 294, 1064]","[244, 1020, 292, 1062]",16,5,Extended ledge/furniture poses; likely several related sub-sequences.
L-R16-C06,loko,199,ACTIVITIES,ledge_furniture_interaction,peeking_furniture,uncertain_sequence,medium,False,"[301, 1020, 350, 1066]","[303, 1022, 348, 1064]",16,6,Extended ledge/furniture poses; likely several related sub-sequences.
L-R16-C07,loko,200,ACTIVITIES,ledge_furniture_interaction,peeking_furniture,uncertain_sequence,medium,False,"[355, 1022, 407, 1065]","[357, 1024, 405, 1063]",16,7,Extended ledge/furniture poses; likely several related sub-sequences.
L-R16-C08,loko,201,ACTIVITIES,ledge_furniture_interaction,peeking_furniture,uncertain_sequence,medium,False,"[413, 1023, 465, 1066]","[415, 1025, 463, 1064]",16,8,Extended ledge/furniture poses; likely several related sub-sequences.
L-R16-C09,loko,202,ACTIVITIES,ledge_furniture_interaction,peeking_furniture,uncertain_sequence,medium,False,"[470, 1023, 525, 1066]","[472, 1025, 523, 1064]",16,9,Extended ledge/furniture poses; likely several related sub-sequences.
L-R16-C10,loko,203,ACTIVITIES,ledge_furniture_interaction,peeking_furniture,uncertain_sequence,medium,False,"[531, 1024, 579, 1070]","[533, 1026, 577, 1068]",16,10,Extended ledge/furniture poses; likely several related sub-sequences.
L-R16-C11,loko,204,IDLE,front_idle_variants,idle_front,isolated_variants,high,False,"[589, 1024, 635, 1073]","[591, 1026, 633, 1071]",16,11,Neutral front-facing variants.
L-R16-C12,loko,205,IDLE,front_idle_variants,idle_front,isolated_variants,high,False,"[648, 1025, 693, 1073]","[650, 1027, 691, 1071]",16,12,Neutral front-facing variants.
L-R17-C01,loko,206,IDLE,front_idle_variants,idle_front,isolated_variants,high,False,"[8, 1078, 54, 1128]","[10, 1080, 52, 1126]",17,1,Neutral front-facing variants.
L-R17-C02,loko,207,IDLE,front_idle_variants,idle_front,isolated_variants,high,False,"[72, 1078, 118, 1128]","[74, 1080, 116, 1126]",17,2,Neutral front-facing variants.
L-R17-C03,loko,208,IDLE,front_idle_variants,idle_front,isolated_variants,high,False,"[134, 1085, 181, 1128]","[136, 1087, 179, 1126]",17,3,Neutral front-facing variants.
L-R17-C04,loko,209,SLEEP,drowsy_and_sleep,sleep_transition,plausible_sequence,high,True,"[200, 1087, 255, 1128]","[202, 1089, 253, 1126]",17,4,Drowsy lowering into sleep-symbol poses.
L-R17-C05,loko,210,SLEEP,drowsy_and_sleep,sleep_transition,plausible_sequence,high,True,"[269, 1083, 329, 1128]","[271, 1085, 327, 1126]",17,5,Drowsy lowering into sleep-symbol poses.
L-R17-C06,loko,211,SLEEP,drowsy_and_sleep,sleep_transition,plausible_sequence,high,True,"[339, 1080, 396, 1128]","[341, 1082, 394, 1126]",17,6,Drowsy lowering into sleep-symbol poses.
L-R17-C07,loko,212,SLEEP,drowsy_and_sleep,sleep_transition,plausible_sequence,high,True,"[406, 1090, 462, 1128]","[408, 1092, 460, 1126]",17,7,Drowsy lowering into sleep-symbol poses.
L-R17-C08,loko,213,SLEEP,drowsy_and_sleep,sleep_transition,plausible_sequence,high,True,"[475, 1091, 526, 1128]","[477, 1093, 524, 1126]",17,8,Drowsy lowering into sleep-symbol poses.
L-R17-C09,loko,214,SLEEP,drowsy_and_sleep,sleep_transition,plausible_sequence,high,True,"[541, 1093, 590, 1128]","[543, 1095, 588, 1126]",17,9,Drowsy lowering into sleep-symbol poses.
