character,sequence,category,frame_id,file,origin,body_center,ground,contact,interaction,prop,placement_offset,anchor_shift_due_to_canvas_extents,body_alignment_exact,would_have_clipped_before_safety_shift
poko,sleep_loop_01,sleeping,P-R04-C08,frame_001.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 96.5}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 34, ""y"": 78}","{""x"": 0, ""y"": 0}",True,False
poko,sleep_loop_01,sleeping,P-R04-C09,frame_002.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 97.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 35, ""y"": 79}","{""x"": 0, ""y"": 0}",True,False
poko,sleep_loop_01,sleeping,P-R04-C10,frame_003.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 97.5}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}","{""x"": 42.06, ""y"": 74.86, ""source_component_area"": 90, ""confidence"": ""heuristic""}","{""x"": 42.06, ""y"": 74.86, ""source_component_area"": 90, ""confidence"": ""heuristic""}","{""x"": 36, ""y"": 67}","{""x"": 0, ""y"": 0}",True,False
poko,sleep_loop_01,sleeping,P-R04-C11,frame_004.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 97.5}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}","{""x"": 41.04, ""y"": 74.76, ""source_component_area"": 102, ""confidence"": ""heuristic""}","{""x"": 41.04, ""y"": 74.76, ""source_component_area"": 102, ""confidence"": ""heuristic""}","{""x"": 34, ""y"": 67}","{""x"": 0, ""y"": 0}",True,False
poko,sleep_loop_01,sleeping,P-R04-C12,frame_005.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 97.5}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}","{""x"": 43.13, ""y"": 74.08, ""source_component_area"": 158, ""confidence"": ""heuristic""}","{""x"": 43.13, ""y"": 74.08, ""source_component_area"": 158, ""confidence"": ""heuristic""}","{""x"": 35, ""y"": 64}","{""x"": 0, ""y"": 0}",True,False
poko,sleep_loop_01,sleeping,P-R04-C13,frame_006.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 95.5}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}","{""x"": 45.5, ""y"": 72.79, ""source_component_area"": 139, ""confidence"": ""heuristic""}","{""x"": 45.5, ""y"": 72.79, ""source_component_area"": 139, ""confidence"": ""heuristic""}","{""x"": 38, ""y"": 64}","{""x"": 0, ""y"": 0}",True,False
poko,sleep_loop_02,sleeping,P-R16-C10,frame_000.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 97.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 34, ""y"": 79}","{""x"": 0, ""y"": 0}",True,False
poko,sleep_loop_02,sleeping,P-R16-C11,frame_001.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 97.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 34, ""y"": 79}","{""x"": 0, ""y"": 0}",True,False
poko,sleep_loop_02,sleeping,P-R16-C12,frame_002.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 97.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 34, ""y"": 79}","{""x"": 0, ""y"": 0}",True,False
poko,sleep_loop_02,sleeping,P-R16-C13,frame_003.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 97.5}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 32, ""y"": 80}","{""x"": 0, ""y"": 0}",True,False
poko,sleep_transition,sleeping,P-R16-C02,frame_000.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 89.5}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}",null,null,"{""x"": 40, ""y"": 64}","{""x"": 0, ""y"": 0}",True,False
poko,sleep_transition,sleeping,P-R16-C03,frame_001.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 89.5}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 39, ""y"": 64}","{""x"": 0, ""y"": 0}",True,False
poko,sleep_transition,sleeping,P-R16-C04,frame_002.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 92.0}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}",null,null,"{""x"": 42, ""y"": 69}","{""x"": 0, ""y"": 0}",True,False
poko,sleep_transition,sleeping,P-R16-C05,frame_003.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 92.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}","{""x"": 47.5, ""y"": 64.98, ""source_component_area"": 56, ""confidence"": ""heuristic""}","{""x"": 47.5, ""y"": 64.98, ""source_component_area"": 56, ""confidence"": ""heuristic""}","{""x"": 41, ""y"": 59}","{""x"": 0, ""y"": 0}",True,False
poko,sleep_transition,sleeping,P-R16-C06,frame_004.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 91.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}","{""x"": 88.75, ""y"": 66.64, ""source_component_area"": 61, ""confidence"": ""heuristic""}","{""x"": 88.75, ""y"": 66.64, ""source_component_area"": 61, ""confidence"": ""heuristic""}","{""x"": 41, ""y"": 60}","{""x"": 0, ""y"": 0}",True,False
poko,sleep_transition,sleeping,P-R16-C07,frame_005.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 93.5}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}",null,null,"{""x"": 42, ""y"": 72}","{""x"": 0, ""y"": 0}",True,False
poko,sleep_transition,sleeping,P-R16-C08,frame_006.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 95.0}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 38, ""y"": 75}","{""x"": 0, ""y"": 0}",True,False
poko,sleep_transition,sleeping,P-R16-C09,frame_007.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 96.5}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}",null,null,"{""x"": 42, ""y"": 78}","{""x"": 0, ""y"": 0}",True,False
