frame_id,character,category,pose_label,tentative_sequence,body_bbox_xyxy,body_width,body_height,body_area,height_ratio_to_canonical,width_ratio_to_canonical,uniform_scale_factor_applied,resampled,scale_review,scale_note,candidate_file
P-R16-C05,poko,POSTURE_TRANSITIONS,drowsy_to_sleep,sleep_transition,"[2, 12, 44, 54]",42,42,1406,0.8936,1.0244,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P184_row16_slot05.png
P-R16-C06,poko,POSTURE_TRANSITIONS,drowsy_to_sleep,sleep_transition,"[2, 9, 44, 53]",42,44,1442,0.9362,1.0244,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P185_row16_slot06.png
P-R16-C07,poko,POSTURE_TRANSITIONS,drowsy_to_sleep,sleep_transition,"[2, 2, 43, 41]",41,39,1305,0.8298,1.0,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P186_row16_slot07.png
P-R16-C08,poko,POSTURE_TRANSITIONS,drowsy_to_sleep,sleep_transition,"[2, 2, 49, 38]",47,36,1381,0.766,1.1463,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P187_row16_slot08.png
P-R16-C09,poko,POSTURE_TRANSITIONS,drowsy_to_sleep,sleep_transition,"[2, 2, 43, 35]",41,33,1188,0.7021,1.0,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P188_row16_slot09.png
P-R16-C10,poko,SLEEP,lying_sleep,sleep_loop,"[2, 2, 58, 34]",56,32,1409,0.6809,1.3659,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P189_row16_slot10.png
P-R16-C11,poko,SLEEP,lying_sleep,sleep_loop,"[2, 2, 58, 34]",56,32,1413,0.6809,1.3659,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P190_row16_slot11.png
P-R16-C12,poko,SLEEP,lying_sleep,sleep_loop,"[2, 2, 58, 34]",56,32,1414,0.6809,1.3659,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P191_row16_slot12.png
P-R16-C13,poko,SLEEP,lying_sleep,sleep_loop,"[2, 2, 62, 33]",60,31,1451,0.6596,1.4634,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P192_row16_slot13.png
L-R01-C01,loko,IDLE,front_idle_and_blink,idle_front,"[2, 2, 45, 48]",43,46,1565,1.0,1.0238,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L001_row01_slot01.png
L-R01-C02,loko,IDLE,front_idle_and_blink,idle_front,"[2, 2, 44, 48]",42,46,1545,1.0,1.0,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L002_row01_slot02.png
L-R01-C03,loko,IDLE,front_idle_and_blink,idle_front,"[2, 2, 44, 49]",42,47,1540,1.0217,1.0,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L003_row01_slot03.png
L-R01-C04,loko,IDLE,front_idle_and_blink,idle_front,"[2, 2, 47, 49]",45,47,1605,1.0217,1.0714,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L004_row01_slot04.png
L-R01-C05,loko,IDLE,front_idle_and_blink,idle_front,"[2, 2, 48, 49]",46,47,1581,1.0217,1.0952,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L005_row01_slot05.png
L-R01-C06,loko,IDLE,front_idle_and_blink,idle_front,"[2, 2, 45, 49]",43,47,1565,1.0217,1.0238,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L006_row01_slot06.png
L-R01-C07,loko,IDLE,front_idle_and_blink,idle_front,"[2, 2, 44, 49]",42,47,1540,1.0217,1.0,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L007_row01_slot07.png
L-R01-C08,loko,IDLE,front_idle_and_blink,idle_front,"[2, 2, 45, 48]",43,46,1530,1.0,1.0238,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L008_row01_slot08.png
L-R01-C09,loko,LOCOMOTION,side_walk_or_shuffle,locomotion_side,"[2, 2, 45, 48]",43,46,1524,1.0,1.0238,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L009_row01_slot09.png
L-R01-C10,loko,LOCOMOTION,side_walk_or_shuffle,locomotion_side,"[2, 2, 46, 49]",44,47,1550,1.0217,1.0476,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L010_row01_slot10.png
L-R01-C11,loko,LOCOMOTION,side_walk_or_shuffle,locomotion_side,"[2, 2, 44, 49]",42,47,1557,1.0217,1.0,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L011_row01_slot11.png
L-R02-C01,loko,LOCOMOTION,side_walk_or_shuffle,locomotion_side,"[2, 2, 45, 48]",43,46,1553,1.0,1.0238,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L012_row02_slot01.png
L-R02-C02,loko,LOCOMOTION,side_walk_or_shuffle,locomotion_side,"[2, 2, 45, 49]",43,47,1565,1.0217,1.0238,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L013_row02_slot02.png
L-R02-C03,loko,LOCOMOTION,side_walk_or_shuffle,locomotion_side,"[2, 2, 48, 48]",46,46,1608,1.0,1.0952,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L014_row02_slot03.png
L-R02-C04,loko,LOCOMOTION,side_walk_or_shuffle,locomotion_side,"[2, 2, 49, 48]",47,46,1605,1.0,1.119,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L015_row02_slot04.png
L-R02-C05,loko,LOCOMOTION,side_walk_or_shuffle,locomotion_side,"[2, 2, 51, 48]",49,46,1619,1.0,1.1667,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L016_row02_slot05.png
L-R02-C06,loko,LOCOMOTION,side_walk_or_shuffle,locomotion_side,"[2, 2, 50, 48]",48,46,1614,1.0,1.1429,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L017_row02_slot06.png
L-R02-C07,loko,LOCOMOTION,side_walk_or_shuffle,locomotion_side,"[2, 2, 50, 48]",48,46,1572,1.0,1.1429,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L018_row02_slot07.png
L-R02-C08,loko,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,"[2, 2, 44, 48]",42,46,1491,1.0,1.0,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L019_row02_slot08.png
L-R02-C09,loko,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,"[2, 2, 45, 48]",43,46,1511,1.0,1.0238,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L020_row02_slot09.png
L-R02-C10,loko,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,"[2, 2, 50, 47]",48,45,1565,0.9783,1.1429,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L021_row02_slot10.png
L-R02-C11,loko,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,"[2, 2, 48, 46]",46,44,1508,0.9565,1.0952,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L022_row02_slot11.png
L-R02-C12,loko,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,"[2, 2, 48, 45]",46,43,1503,0.9348,1.0952,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L023_row02_slot12.png
L-R02-C13,loko,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,"[2, 2, 47, 48]",45,46,1556,1.0,1.0714,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L024_row02_slot13.png
L-R03-C01,loko,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,"[2, 2, 47, 46]",45,44,1527,0.9565,1.0714,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L025_row03_slot01.png
L-R03-C02,loko,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,"[2, 2, 48, 49]",46,47,1597,1.0217,1.0952,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L026_row03_slot02.png
L-R03-C03,loko,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,"[2, 2, 46, 48]",44,46,1535,1.0,1.0476,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L027_row03_slot03.png
L-R03-C04,loko,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,"[2, 2, 49, 49]",47,47,1512,1.0217,1.119,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L028_row03_slot04.png
L-R03-C05,loko,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,"[2, 2, 53, 49]",51,47,1687,1.0217,1.2143,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L029_row03_slot05.png
L-R03-C06,loko,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,"[2, 2, 54, 47]",52,45,1598,0.9783,1.2381,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L030_row03_slot06.png
L-R03-C07,loko,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,"[2, 2, 53, 46]",51,44,1547,0.9565,1.2143,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L031_row03_slot07.png
L-R03-C08,loko,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,"[2, 2, 46, 48]",44,46,1490,1.0,1.0476,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L032_row03_slot08.png
L-R03-C09,loko,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,"[2, 2, 53, 45]",51,43,1528,0.9348,1.2143,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L033_row03_slot09.png
L-R03-C10,loko,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,"[2, 2, 57, 41]",55,39,1501,0.8478,1.3095,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L034_row03_slot10.png
L-R03-C11,loko,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,"[2, 2, 49, 38]",47,36,1354,0.7826,1.119,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L035_row03_slot11.png
L-R03-C12,loko,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,"[2, 2, 48, 38]",46,36,1311,0.7826,1.0952,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L036_row03_slot12.png
L-R03-C13,loko,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,"[2, 2, 55, 40]",53,38,1517,0.8261,1.2619,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L037_row03_slot13.png
L-R04-C01,loko,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,"[2, 2, 47, 48]",45,46,1575,1.0,1.0714,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L038_row04_slot01.png
L-R04-C02,loko,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,"[2, 2, 48, 48]",46,46,1600,1.0,1.0952,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L039_row04_slot02.png
L-R04-C03,loko,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,"[2, 2, 50, 47]",48,45,1563,0.9783,1.1429,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L040_row04_slot03.png
L-R04-C04,loko,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,"[2, 2, 47, 48]",45,46,1536,1.0,1.0714,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L041_row04_slot04.png
L-R04-C05,loko,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,"[2, 2, 48, 48]",46,46,1553,1.0,1.0952,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L042_row04_slot05.png
L-R04-C06,loko,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,"[2, 2, 49, 49]",47,47,1594,1.0217,1.119,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L043_row04_slot06.png
L-R04-C07,loko,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,"[2, 2, 50, 49]",48,47,1642,1.0217,1.1429,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L044_row04_slot07.png
L-R04-C08,loko,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,"[2, 2, 47, 45]",45,43,1459,0.9348,1.0714,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L045_row04_slot08.png
L-R04-C09,loko,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,"[2, 2, 48, 37]",46,35,1247,0.7609,1.0952,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L046_row04_slot09.png
L-R04-C10,loko,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,"[2, 2, 48, 35]",46,33,1224,0.7174,1.0952,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L047_row04_slot10.png
L-R04-C11,loko,SLEEP,sleeping_with_symbols,sleep_loop,"[2, 21, 60, 51]",58,30,1333,0.6522,1.381,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L048_row04_slot11.png
L-R04-C12,loko,SLEEP,sleeping_with_symbols,sleep_loop,"[2, 26, 59, 55]",57,29,1281,0.6304,1.3571,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L049_row04_slot12.png
L-R04-C13,loko,SLEEP,sleeping_with_symbols,sleep_loop,"[2, 25, 48, 55]",46,30,1036,0.6522,1.0952,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L050_row04_slot13.png
L-R05-C01,loko,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,"[2, 2, 46, 55]",44,53,1599,1.1522,1.0476,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L051_row05_slot01.png
L-R05-C02,loko,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,"[2, 2, 53, 47]",51,45,1562,0.9783,1.2143,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L052_row05_slot02.png
L-R05-C03,loko,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,"[2, 2, 56, 46]",54,44,1631,0.9565,1.2857,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L053_row05_slot03.png
L-R05-C04,loko,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,"[2, 2, 56, 40]",54,38,1457,0.8261,1.2857,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L054_row05_slot04.png
L-R05-C05,loko,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,"[2, 2, 54, 39]",52,37,1343,0.8043,1.2381,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L055_row05_slot05.png
L-R05-C06,loko,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,"[2, 2, 51, 40]",49,38,1363,0.8261,1.1667,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L056_row05_slot06.png
L-R05-C07,loko,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,"[2, 2, 51, 42]",49,40,1422,0.8696,1.1667,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L057_row05_slot07.png
L-R05-C08,loko,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,"[2, 2, 45, 41]",43,39,1298,0.8478,1.0238,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L058_row05_slot08.png
L-R05-C09,loko,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,"[2, 2, 57, 37]",55,35,1353,0.7609,1.3095,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L059_row05_slot09.png
L-R05-C10,loko,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,"[2, 2, 49, 40]",47,38,1298,0.8261,1.119,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L060_row05_slot10.png
L-R05-C11,loko,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,"[2, 2, 50, 39]",48,37,1348,0.8043,1.1429,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L061_row05_slot11.png
L-R05-C12,loko,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,"[2, 2, 49, 40]",47,38,1334,0.8261,1.119,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L062_row05_slot12.png
L-R06-C01,loko,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,"[2, 2, 43, 50]",41,48,1571,1.0435,0.9762,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L063_row06_slot01.png
L-R06-C02,loko,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,"[2, 2, 44, 50]",42,48,1589,1.0435,1.0,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/loko/detection_candidates/L064_row06_slot02.png
L-R06-C03,loko,EMOTIONS,love_happy,love_reaction,"[2, 2, 44, 50]",42,48,1574,1.0435,1.0,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L065_row06_slot03.png
L-R06-C04,loko,EMOTIONS,love_happy,love_reaction,"[2, 9, 49, 49]",47,40,1448,0.8696,1.119,1.0,False,intentional_pose_variation_or_manual_review,"Outside the conservative upright-height review band, but preserved at source scale. The visual pose shows likely intentional squash, extension, expression, or orientation change.",characters/loko/detection_candidates/L066_row06_slot04.png
L-R06-C05,loko,EMOTIONS,love_happy,love_reaction,"[16, 6, 59, 48]",43,42,1426,0.913,1.0238,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L067_row06_slot05.png
L-R06-C06,loko,EMOTIONS,love_happy,love_reaction,"[15, 5, 61, 46]",46,41,1475,0.8913,1.0952,1.0,False,intentional_pose_variation_or_manual_review,"Outside the conservative upright-height review band, but preserved at source scale. The visual pose shows likely intentional squash, extension, expression, or orientation change.",characters/loko/detection_candidates/L068_row06_slot06.png
L-R06-C07,loko,EMOTIONS,love_happy,love_reaction,"[11, 5, 58, 46]",47,41,1468,0.8913,1.119,1.0,False,intentional_pose_variation_or_manual_review,"Outside the conservative upright-height review band, but preserved at source scale. The visual pose shows likely intentional squash, extension, expression, or orientation change.",characters/loko/detection_candidates/L069_row06_slot07.png
L-R06-C08,loko,EMOTIONS,love_happy,love_reaction,"[2, 3, 47, 45]",45,42,1461,0.913,1.0714,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L070_row06_slot08.png
L-R06-C09,loko,EMOTIONS,love_happy,love_reaction,"[2, 2, 45, 45]",43,43,1398,0.9348,1.0238,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L071_row06_slot09.png
L-R06-C10,loko,EMOTIONS,love_happy,love_reaction,"[2, 2, 43, 45]",41,43,1411,0.9348,0.9762,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L072_row06_slot10.png
L-R06-C11,loko,EMOTIONS,annoyed_angry,annoyed_reaction,"[2, 2, 44, 45]",42,43,1460,0.9348,1.0,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L073_row06_slot11.png
L-R06-C12,loko,EMOTIONS,annoyed_angry,annoyed_reaction,"[2, 2, 43, 46]",41,44,1436,0.9565,0.9762,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L074_row06_slot12.png
L-R06-C13,loko,EMOTIONS,annoyed_angry,annoyed_reaction,"[2, 2, 44, 49]",42,47,1530,1.0217,1.0,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L075_row06_slot13.png
L-R07-C01,loko,EMOTIONS,annoyed_angry,annoyed_reaction,"[2, 2, 44, 46]",42,44,1434,0.9565,1.0,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L076_row07_slot01.png
L-R07-C02,loko,EMOTIONS,annoyed_angry,annoyed_reaction,"[2, 2, 44, 45]",42,43,1440,0.9348,1.0,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L077_row07_slot02.png
L-R07-C03,loko,EMOTIONS,annoyed_angry,annoyed_reaction,"[2, 2, 43, 45]",41,43,1414,0.9348,0.9762,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/loko/detection_candidates/L078_row07_slot03.png
